Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,EMI_Income_Ratio,auto loan,credit-builder loan,home equity loan,student loan,payday loan,personal loan,mortgage loan,debt consolidation loan,not specified,No Data,Credit_Score
3,23.0,5,129233.52,11011.46,6.0,4.0,8.0,1.0,17.0,9.0,8.92,0.0,2,1051.42,26.028615541997336,317.0,1,75.60222093053285,143.8812356892077,5,43.00600166866593,0.006865776284937043,0,0,0,1,0,0,0,0,0,0,2
4,23.0,5,129233.52,11011.46,6.0,4.0,8.0,1.0,8.0,9.0,10.92,0.0,2,1051.42,38.82466979793936,318.0,1,75.60222093053285,335.0358908221388,4,970.5078882473283,0.006865776284937043,0,0,0,1,0,0,0,0,0,0,2
5,23.0,5,129233.52,11011.46,6.0,4.0,8.0,1.0,17.0,9.0,10.92,0.0,2,1051.42,32.41597869356189,319.0,0,75.60222093053285,856.287551658929,4,449.2562274105383,0.006865776284937043,0,0,0,1,0,0,0,0,0,0,1
6,24.0,5,129233.52,11011.46,6.0,4.0,8.0,1.0,13.0,9.0,16.92,0.0,2,1051.42,27.397433210333176,320.0,1,75.60222093053285,428.2663831348192,1,847.2773959346483,0.006865776284937043,0,0,0,1,0,0,0,0,0,0,1
7,24.0,5,129233.52,11011.46,6.0,4.0,8.0,1.0,13.0,9.0,10.92,0.0,2,1051.42,31.21067311054108,321.0,1,75.60222093053285,161.99167513954225,1,1113.5521039299251,0.006865776284937043,0,0,0,1,0,0,0,0,0,0,1
8,24.0,5,129233.52,11011.46,6.0,4.0,8.0,1.0,13.0,9.0,10.92,0.0,2,1051.42,33.906172505021026,322.0,1,75.60222093053285,143.8812356892077,1,1131.6625433802596,0.006865776284937043,0,0,0,1,0,0,0,0,0,0,1
1,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,5.0,2.0,3.23,0.0,1,438.55,28.799063002102827,279.0,0,62.73363984982294,119.07218939253951,0,976.6541707576376,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,2
2,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,5.0,2.0,3.23,0.0,1,438.55,25.44745375438509,280.0,1,62.73363984982294,67.74887409365725,0,335.057462927541,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,0
3,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,5.0,5.0,3.23,0.0,1,438.55,30.777256561149912,281.0,1,62.73363984982294,67.74887409365725,2,870.0042498743563,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,0
4,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,5.0,0.0,2.23,0.0,1,438.55,35.09474564643209,282.0,1,62.73363984982294,749.4388373733564,4,386.2875227768208,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,0
5,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,5.0,2.0,3.23,0.0,1,438.55,33.15185440923699,283.0,1,62.73363984982294,67.74887409365725,0,1027.9774860565199,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,0
6,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,7.0,2.0,3.23,0.0,1,438.55,37.334086846042354,284.0,1,62.73363984982294,588.7457371743227,2,526.9806229758543,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,0
7,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,5.0,5.0,3.23,0.0,1,438.55,26.7606814122452,285.0,1,62.73363984982294,145.99682864008338,0,949.7295315100937,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,0
8,32.0,8,110347.2,9184.6,5.0,3.0,8.0,1.0,5.0,2.0,3.23,0.0,1,438.55,28.889290593815627,286.0,0,62.73363984982294,187.30855154914107,1,918.4178086010361,0.006830307237095022,0,0,0,0,1,0,0,0,0,0,0
1,42.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,7.0,10.0,19.7,7.0,2,925.97,28.603897206646856,291.0,0,144.31967376054388,790.1831607193775,3,213.17583218674545,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,2
2,43.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,7.0,9.0,19.7,7.0,2,925.97,27.90953266470187,292.0,2,144.31967376054388,239.97585731301362,2,753.3831355931093,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,2
3,43.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,7.0,12.0,19.7,7.0,2,925.97,31.56553277670156,293.0,2,144.31967376054388,565.270864905892,2,428.08812800023077,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,2
4,43.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,7.0,10.0,19.7,7.0,2,925.97,41.09088253934468,294.0,2,144.31967376054388,232.08796810978316,4,781.2710247963396,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,1
5,43.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,7.0,13.0,19.7,7.0,2,925.97,29.07941765128919,295.0,2,144.31967376054388,163.17303317159906,0,810.1859597345237,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,1
6,43.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,7.0,10.0,19.7,7.0,2,925.97,29.792353037201533,296.0,0,144.31967376054388,788.6465324738373,5,234.7124604322856,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,1
7,43.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,7.0,10.0,19.7,7.0,2,925.97,41.78032976243348,297.0,2,144.31967376054388,67.88372800052096,0,905.475264905602,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,1
8,43.0,7,108129.44,8776.786666666667,4.0,3.0,8.0,2.0,11.0,12.0,19.7,7.0,2,925.97,39.70856186184611,298.0,0,144.31967376054388,343.94083111987464,1,639.4181617862482,0.01644333846106288,0,1,0,0,0,1,0,0,0,0,1
1,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,10.0,12.39,5.0,2,727.39,37.90401736361017,97.0,2,57.0133798275671,96.87600113697458,5,223.68528570212501,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
2,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,13.0,10.0,12.39,5.0,2,727.39,31.159239938003864,98.0,2,57.0133798275671,53.01417402099121,2,237.54711281810842,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
3,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,10.0,12.39,5.0,2,727.39,35.46397271719186,99.0,2,57.0133798275671,14.706407106253385,4,251.7166946379982,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
4,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,13.0,12.39,5.0,2,727.39,23.52881105721065,100.0,2,57.0133798275671,86.25135045419397,4,224.3099363849056,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
5,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,10.0,13.39,5.0,2,727.39,28.584479579891195,101.0,2,57.0133798275671,87.26161776202551,5,233.2996690770741,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
6,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,9.0,12.39,5.0,2,727.39,28.576716438083764,102.0,2,57.0133798275671,49.53001757092759,4,261.031269268172,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
7,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,8.0,12.39,5.0,2,727.39,36.90850394677047,103.0,2,57.0133798275671,80.38716150998025,4,230.1741253291193,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
8,21.0,10,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,13.0,12.39,5.0,2,727.39,28.524524601502208,104.0,2,57.0133798275671,48.6411883597658,4,261.9200984793338,0.06510259416067862,0,1,1,0,1,0,1,1,1,0,2
1,41.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,12.0,16.84,4.0,2,816.31,35.70994325221945,208.0,2,60.9273031335529,72.69781933496924,1,559.6292108648112,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
2,41.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,11.0,12.0,16.84,4.0,2,816.31,31.64424768608027,209.0,2,60.9273031335529,381.8303417532237,4,280.49668844655656,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
3,41.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,13.0,14.0,16.84,4.0,2,816.31,40.759972065701625,210.0,2,60.9273031335529,71.10288658353728,2,517.409179217442,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
4,41.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,14.0,16.84,4.0,2,816.31,31.341324310411665,211.0,0,60.9273031335529,120.62067030106225,1,511.7063598987181,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
5,41.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,14.0,16.84,4.0,2,816.31,30.283169577751643,212.0,2,60.9273031335529,135.0042114438597,2,507.3228187559207,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
6,41.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,14.0,16.84,4.0,2,816.31,36.3773248093728,213.0,2,60.9273031335529,162.6092283305731,1,469.7178018692073,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
7,42.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,17.0,16.84,4.0,2,816.31,28.009156541238514,214.0,2,60.9273031335529,547.9241923717397,5,124.40283782804072,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
8,42.0,7,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,14.0,23.84,4.0,2,816.31,25.37630064275056,215.0,0,60.9273031335529,98.58578785723888,0,523.7412423425415,0.013745450084011866,1,0,0,1,0,0,0,0,0,0,2
1,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,62.0,15.0,8.73,8.0,0,1801.79,33.51820747742873,202.0,2,70.50545410331424,0.0,0,277.1116971067119,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,1
2,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,62.0,15.0,1.7300000000000004,8.0,0,1801.79,39.19877620585729,203.0,2,70.50545410331424,53.121227686873226,4,273.0558182098125,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,2
3,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,58.0,16.0,8.73,8.0,0,1801.79,28.230257619402103,204.0,2,70.50545410331424,41.89903865258198,1,254.27800724410375,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,1
4,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,62.0,16.0,8.73,8.0,0,1801.79,27.555908623181647,205.0,2,70.50545410331424,109.35769391259096,4,216.81935198409482,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,2
5,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,62.0,18.0,8.73,8.0,0,1801.79,25.88119049670748,206.0,2,70.50545410331424,10000.0,4,289.54679745373295,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,1
6,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,62.0,16.0,8.73,8.0,0,1801.79,32.762652288746764,207.0,2,70.50545410331424,81.86190516747604,5,254.31514072920967,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,1
7,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,62.0,17.0,11.73,8.0,0,1801.79,36.913299249417406,208.0,2,70.50545410331424,32.67292953040273,4,263.50411636628303,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,2
8,31.0,2,15129.9,1166.825,7.0,9.0,28.0,9.0,62.0,16.0,8.73,8.0,0,1801.79,31.282689627940588,209.0,2,70.50545410331424,98.71312196259274,5,237.46392393409303,0.060425045832334955,1,0,1,1,1,1,1,1,1,0,2
1,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,18.0,5.0,10.73,2.0,1,1016.0,36.57557660023152,362.0,1,145.9295599871315,359.45205108637185,5,325.59872225982986,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,2
2,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,14.0,5.0,10.73,2.0,1,1016.0,40.952116311315386,363.0,1,145.9295599871315,325.91709929910184,5,359.1336740471,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,0
3,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,14.0,5.0,16.73,2.0,1,1016.0,26.416352838608184,364.0,0,145.9295599871315,536.531564765939,4,138.51920858026278,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,0
4,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,9.0,5.0,10.73,2.0,1,1016.0,32.74094180458396,365.0,1,145.9295599871315,100.21424756092449,0,534.8365257852773,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,0
5,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,14.0,5.0,10.73,2.0,1,1016.0,23.55371651968057,366.0,1,145.9295599871315,82.41429388865582,5,70.35614721525974,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,0
6,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,14.0,5.0,10.73,2.0,1,1016.0,30.51285753725297,367.0,0,145.9295599871315,149.83444029182854,2,505.21633305437325,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,0
7,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,14.0,5.0,10.73,2.0,1,1016.0,30.449824101783506,368.0,1,145.9295599871315,82.41429388865582,0,552.636479457546,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,2
8,31.0,9,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,12.0,5.0,10.73,2.0,1,1016.0,40.758351975736055,369.0,0,145.9295599871315,104.28126259533572,1,540.7695107508662,0.026975021270729777,0,0,0,1,0,0,0,1,0,0,0
1,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,21.0,11.0,22.42,5.0,2,878.38,34.14502677611317,167.0,2,99.97414136966336,204.50221522677788,5,157.13672673689211,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
2,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,24.0,11.0,18.42,5.0,2,878.38,27.70581647506533,168.0,2,99.97414136966336,46.24081938207458,4,305.39812258159543,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
3,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,26.0,10.0,18.42,5.0,2,878.38,36.31379729279475,169.0,2,99.97414136966336,31.02212349150012,0,280.61681847216994,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
4,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,26.0,11.0,18.42,5.0,2,878.38,29.343216178600567,170.0,2,99.97414136966336,46.68276154383999,1,274.95618041983,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
5,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,24.0,13.0,18.42,5.0,2,878.38,35.99793675790224,171.0,2,99.97414136966336,165.34014638612723,5,196.2987955775428,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
6,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,21.0,11.0,18.42,5.0,2,878.38,22.412567931035504,172.0,2,99.97414136966336,142.42279154819798,4,209.21615041547204,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
7,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,18.0,14.0,18.42,5.0,2,878.38,34.84697916287236,173.0,2,99.97414136966336,64.93755195806996,4,286.70139000560005,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
8,26.0,4,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,21.0,11.0,18.42,5.0,2,878.38,36.78939845207504,174.0,0,99.97414136966336,79.74033834562627,3,261.8986036180437,0.05825554755372479,0,0,1,1,1,1,0,1,1,0,2
1,32.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,22.0,7.0,10.68,0.0,1,1255.55,34.87083692330093,385.0,1,32.71828748280314,144.24347443851102,4,253.8435714120192,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,1
2,32.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,22.0,10.0,10.68,0.0,1,1255.55,37.31912721838794,386.0,0,32.71828748280314,84.60260998642529,5,323.4844358641048,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,1
3,33.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,22.0,10.0,10.68,0.0,1,1255.55,31.97887815083024,387.0,1,32.71828748280314,46.110914590726395,2,331.9761312598037,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,2
4,33.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,18.0,9.0,10.68,0.0,1,1255.55,35.72191865850911,388.0,1,32.71828748280314,68.66125969933888,2,309.42578615119135,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,1
5,33.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,23.0,9.0,10.68,0.0,1,1255.55,26.995442237604667,389.0,1,32.71828748280314,141.14888368850745,4,256.9381621620228,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,1
6,33.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,22.0,7.0,10.68,5.0,1,1255.55,33.92758963594887,390.0,1,32.71828748280314,157.36109346911059,5,250.7259523814196,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,1
7,33.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,24.0,9.0,14.68,5.0,1,1255.55,38.694446807398464,391.0,1,32.71828748280314,64.04752078909439,1,304.0395250614358,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,2
8,33.0,7,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,17.0,10.0,10.68,5.0,1,1255.55,23.23624795139792,392.0,1,32.71828748280314,95.14376283285408,4,302.94328301767615,0.021695709799920745,0,0,0,0,1,0,0,1,0,0,1
1,25.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,11.0,8.33,2.0,1,1183.73,25.183855991834022,238.0,1,113.02110273975028,443.73606155658285,5,93.5191690370002,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,0
2,25.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,11.0,8.33,2.0,1,1183.73,37.46911412947728,239.0,1,113.02110273975028,242.8844127865048,5,294.3708178070783,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,0
3,25.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,11.0,8.33,2.0,1,1183.73,34.390662795239045,240.0,1,113.02110273975028,70.85101310035844,0,416.40421749322473,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,2
4,25.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,6.0,11.0,7.33,2.0,1,1183.73,40.17004253767469,241.0,1,113.02110273975028,60.270194236555525,0,436.55208208678727,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,2
5,25.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,11.0,7.33,2.0,1,1183.73,33.50431631678767,242.0,1,113.02110273975028,125.40087360213896,1,371.85435699144415,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,2
6,25.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,12.0,4.33,4.0,1,1183.73,34.09411213636852,243.0,1,113.02110273975028,87.05279683017605,0,400.20243376340704,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,0
7,25.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,6.0,11.0,8.33,4.0,1,1183.73,26.75494259598409,244.0,1,113.02110273975028,60.270194236555525,1,436.9850363570276,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,2
8,26.0,9,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,11.0,8.33,4.0,1,1183.73,32.13925262779219,245.0,1,113.02110273975028,389.6969803165417,5,147.55825027704128,0.03137067086645998,1,0,0,0,1,0,0,1,0,0,2
1,48.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,15.0,2.49,4.0,1,473.15,32.08481989820306,267.0,0,49.22129745292568,136.07886408130264,2,826.4945884657718,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,0
2,48.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,12.0,2.49,4.0,1,473.15,39.76293277407702,268.0,1,49.22129745292568,223.00003218007691,1,729.5734203669974,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,0
3,48.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,12.0,2.49,4.0,1,473.15,38.19983081657303,269.0,1,49.22129745292568,215.89686460766316,2,746.6765879394113,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,0
4,49.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,9.0,12.0,2.49,4.0,1,473.15,40.7682380298454,270.0,1,49.22129745292568,212.28435073852054,1,740.2891018085538,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,0
5,49.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,10.0,2.49,4.0,1,473.15,37.84948778492753,271.0,1,49.22129745292568,374.3248928758553,2,588.248559671219,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,0
6,49.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,12.0,2.49,4.0,1,473.15,35.06889067686433,272.0,1,49.22129745292568,310.77801389603815,5,681.7954386510362,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,0
7,49.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,13.0,12.0,2.49,4.0,1,473.15,27.96842007307796,273.0,0,49.22129745292568,308.94424521310816,1,643.6292073339662,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,0
8,49.0,6,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,14.0,2.49,4.0,1,473.15,38.9694101866468,274.0,0,49.22129745292568,115.75098007043627,0,826.822472476638,0.0065471722771309184,0,0,0,0,0,1,0,0,0,0,2
1,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,25.0,23.0,15.33,6.0,0,4142.25,36.55334229190794,24.0,2,153.41407637545362,67.3567376740382,1,253.4391859505082,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,2
2,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,22.0,23.0,15.33,6.0,0,4142.25,36.8816127277563,24.0,2,153.41407637545362,168.72614561009576,3,172.0697780144506,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,2
3,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,25.0,23.0,15.33,6.0,0,4142.25,35.84541859588521,25.0,2,153.41407637545362,40.11144168949596,1,280.68448193505037,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,2
4,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,25.0,22.0,19.33,6.0,0,4142.25,27.326572448725987,26.0,2,153.41407637545362,296.8516213670094,5,63.94430225753701,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,1
5,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,25.0,23.0,15.33,6.0,0,4142.25,33.61623089965023,27.0,2,153.41407637545362,229.6921655706346,5,131.10375805391178,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,1
6,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,25.0,21.0,15.33,6.0,0,4142.25,32.061967233502976,28.0,0,153.41407637545362,255.1113981460952,5,105.68452547845119,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,1
7,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,25.0,23.0,15.33,6.0,0,4142.25,35.34027328880965,29.0,2,153.41407637545362,44.9246905963421,0,265.8712330282043,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,1
8,39.0,14,29485.2,2242.1,8.0,8.0,20.0,7.0,25.0,23.0,15.33,6.0,0,4142.25,32.08048195246551,30.0,2,153.41407637545362,128.9878449076806,5,231.8080787168658,0.0684242791915854,0,0,0,1,1,1,1,1,0,0,1
1,28.0,8,31959.4,2472.2833333333333,8.0,10.0,28.0,9.0,38.0,20.0,29.29,8.0,0,2753.45,30.425571926586237,69.0,2,201.3190527343244,138.93879514647182,2,166.97048545253722,0.08143041293850801,1,1,0,1,1,1,0,1,0,0,2
2,28.0,8,31959.4,2472.2833333333333,8.0,10.0,28.0,9.0,41.0,20.0,29.29,8.0,0,2753.45,38.56152065180834,70.0,2,201.3190527343244,79.98403882581106,1,215.92524177319802,0.08143041293850801,1,1,0,1,1,1,0,1,0,0,2
3,28.0,8,31959.4,2472.2833333333333,8.0,10.0,28.0,9.0,38.0,20.0,29.29,9.0,0,2753.45,38.63602840694352,71.0,2,201.3190527343244,34.71576489227077,0,251.19351570673825,0.08143041293850801,1,1,0,1,1,1,0,1,0,0,2
4,28.0,8,31959.4,2472.2833333333333,8.0,10.0,28.0,9.0,38.0,22.0,29.29,9.0,0,2753.45,29.418138572339597,72.0,2,201.3190527343244,20.72170100131069,1,204.4822988065392,0.08143041293850801,1,1,0,1,1,1,0,1,0,0,1
5,28.0,8,31959.4,2532.665670555116,8.0,10.0,28.0,9.0,38.0,20.0,29.29,9.0,0,2753.45,36.64669791748258,73.0,2,201.3190527343244,171.61583812292534,4,154.29344247608367,0.07948899654418216,1,1,0,1,1,1,0,1,0,0,1
6,28.0,8,31959.4,2532.665670555116,8.0,10.0,28.0,9.0,38.0,20.0,22.29,9.0,0,2753.45,28.22421285040137,74.0,0,140.93671551254178,88.77572103885186,5,247.13355956015715,0.05564757999884404,1,1,0,1,1,1,0,1,0,0,1
7,28.0,8,31959.4,2532.665670555116,8.0,10.0,28.0,9.0,38.0,20.0,29.29,9.0,0,2753.45,29.805842594272136,75.0,2,140.93671551254178,87.50428871033142,1,208.40499188867759,0.05564757999884404,1,1,0,1,1,1,0,1,0,0,2
8,28.0,8,31959.4,2532.665670555116,8.0,10.0,28.0,9.0,38.0,22.0,29.29,9.0,0,2753.45,34.23956143399295,76.0,2,140.93671551254178,100.05840391688395,2,205.850876682125,0.05564757999884404,1,1,0,1,1,1,0,1,0,0,2
1,50.0,14,88716.28,7476.023333333333,5.0,6.0,6.0,2.0,7.0,15.0,18.75,3.0,2,58.82,38.62883484466188,243.0,2,144.16986810967597,274.6696847612015,1,578.762780462456,0.019284298841988096,0,0,0,0,1,1,0,0,0,0,2
2,51.0,14,88716.28,7476.023333333333,5.0,6.0,6.0,2.0,7.0,17.0,18.75,3.0,2,58.82,34.055706078917176,244.0,2,144.16986810967597,88.35554292022599,0,755.0769223034315,0.019284298841988096,0,0,0,0,1,1,0,0,0,0,2
3,51.0,14,88716.28,7476.023333333333,5.0,6.0,6.0,2.0,7.0,18.0,18.75,3.0,2,58.82,36.185941736586905,245.0,2,144.16986810967597,200.33813378461448,3,673.094331439043,0.019284298841988096,0,0,0,0,1,1,0,0,0,0,2
